Type,MidSize,Count,SampleWeight,CubeRoot,TuberWeight,,
A,82.5,2,1.32,8.7,660.0,,
A,92.5,3,1.9,8.6,633.3,,
A,92.5,3,1.88,8.6,626.7,,
A,92.5,1,0.62,8.5,620.0,,
A,92.5,1,0.62,8.5,620.0,,
A,92.5,1,0.58,8.3,580.0,,
A,92.5,2,1.14,8.3,570.0,,
A,82.5,3,1.6,8.1,533.3,,
A,82.5,4,2.08,8,520.0,,
A,82.5,4,2.08,8,520.0,,
A,92.5,2,1.04,8,520.0,,
A,82.5,10,5.16,8,516.0,,
A,82.5,10,5.16,8,516.0,,
A,82.5,4,1.94,7.9,485.0,,
A,82.5,3,1.38,7.7,460.0,,
A,82.5,2,0.92,7.7,460.0,,
A,77.5,2,0.9,7.6631,450.0,,
A,82.5,2,0.9,7.7,450.0,,
A,82.5,2,0.9,7.7,450.0,,
A,77.5,5,2.16,7.5595,432.0,,
A,77.5,5,2.16,7.5595,432.0,,
A,77.5,6,2.56,7.5283,426.7,,
A,77.5,6,2.56,7.5283,426.7,,
A,77.5,8,3.38,7.5037,422.5,,
A,72.5,4,1.64,7.429,410.0,,
A,72.5,4,1.64,7.429,410.0,,
A,77.5,4,1.64,7.429,410.0,,
A,77.5,8,3.26,7.4138,407.5,,
A,77.5,4,1.62,7.4,405.0,,
A,82.5,3,1.2,7.4,400.0,,
A,82.5,1,0.4,7.4,400.0,,
A,77.5,6,2.38,7.3475,396.7,,
A,72.5,4,1.56,7.3061,390.0,,
A,72.5,2,0.78,7.3061,390.0,,
A,82.5,5,1.94,7.3,388.0,,
A,77.5,3,1.16,7.3,386.7,,
A,77.5,2,0.76,7.2432,380.0,,
A,72.5,7,2.6,7.1883,371.4,,
A,67.5,5,1.84,7.1661,368.0,,
A,77.5,5,1.84,7.1661,368.0,,
A,77.5,5,1.84,7.1661,368.0,,
A,72.5,7,2.5,7.0949,357.1,,
A,67.5,7,2.48,7.0759,354.3,,
A,67.5,7,2.48,7.0759,354.3,,
A,77.5,3,1.06,7.0696,353.3,,
A,67.5,4,1.4,7.047298718,350.0,,
A,77.5,3,1.04,7,346.7,,
A,72.5,9,3.06,6.9795,340.0,,
A,72.5,9,3.06,6.9795,340.0,,
A,77.5,6,2.04,6.9795,340.0,,
A,72.5,4,1.36,6.9795,340.0,,
A,72.5,4,1.36,6.9795,340.0,,
A,72.5,3,1.02,6.9795,340.0,,
A,72.5,2,0.68,6.979532033,340.0,,
A,72.5,1,0.34,6.979532033,340.0,,
A,72.5,13,4.28,6.905,329.2,,
A,77.5,6,1.96,6.8871,326.7,,
A,77.5,6,1.96,6.8871,326.7,,
A,72.5,10,3.26,6.8824,326.0,,
A,72.5,10,3.26,6.8824,326.0,,
A,72.5,4,1.3,6.8753,325.0,,
A,72.5,12,3.88,6.8636,323.3,,
A,67.5,12,3.86,6.85175805,321.7,,
A,72.5,8,2.54,6.822,317.5,,
A,67.5,13,4.1,6.8069,315.4,,
A,67.5,8,2.5,6.786,312.5,,
A,72.5,2,0.62,6.7679,310.0,,
A,72.5,5,1.52,6.724,304.0,,
A,72.5,5,1.52,6.724,304.0,,
A,67.5,12,3.64,6.719,303.3,,
A,72.5,14,4.22,6.704938586,301.4,,
A,72.5,11,3.3,6.6943,300.0,,
A,72.5,3,0.9,6.6943,300.0,,
A,72.5,24,7.08,6.6569,295.0,,
A,72.5,3,0.88,6.6444,293.3,,
A,72.5,3,0.88,6.644369944,293.3,,
A,72.5,3,0.88,6.644369944,293.3,,
A,67.5,11,3.2,6.626,290.9,,
A,72.5,13,3.78,6.625,290.8,,
A,72.5,17,4.94,6.6236,290.6,,
A,72.5,2,0.58,6.6191,290.0,,
A,72.5,18,5.2,6.6106,288.9,,
A,72.5,5,1.44,6.603854485,288.0,,
A,72.5,3,0.86,6.5936,286.7,,
A,67.5,21,5.98,6.579,284.8,,
A,67.5,21,5.98,6.579,284.8,,
A,72.5,10,2.8,6.542132608,280.0,,
A,67.5,6,1.68,6.5421,280.0,,
A,77.5,2,0.56,6.5421,280.0,,
A,77.5,2,0.56,6.5,280.0,,
A,72.5,18,5.02,6.5335,278.9,,
A,72.5,10,2.76,6.5108,276.0,,
A,72.5,13,3.58,6.506,275.4,,
A,67.5,15,4.1,6.4898,273.3,,
A,67.5,15,4.1,6.4898,273.3,,
A,72.5,19,5.18,6.4842,272.6,,
A,67.5,10,2.72,6.4792,272.0,,
A,67.5,4,1.08,6.4633,270.0,,
A,72.5,6,1.6,6.4366,266.7,,
A,72.5,13,3.46,6.432467215,266.2,,
A,67.5,11,2.83,6.3601,257.3,,
A,67.5,18,4.56,6.3275,253.3,,
A,67.5,18,4.56,6.3275,253.3,,
A,67.5,17,4.3,6.3242,252.9,,
A,67.5,5,1.26,6.316359586,252.0,,
A,67.5,1,0.25,6.2996,250.0,,
A,67.5,1,0.25,6.299605249,250.0,,
A,67.5,24,5.98,6.2926,249.2,,
A,67.5,9,2.24,6.2903,248.9,,
A,67.5,16,3.96,6.278536167,247.5,,
A,67.5,17,4.2,6.2748,247.1,,
A,67.5,6,1.48,6.2715,246.7,,
A,72.5,3,0.74,6.271481626,246.7,,
A,62.5,19,4.68,6.2685,246.3,,
A,62.5,19,4.68,6.2685,246.3,,
A,62.5,8,1.96,6.2573,245.0,,
A,67.5,17,4.12,6.2347,242.4,,
A,67.5,17,4.1,6.2246,241.2,,
A,67.5,17,4.1,6.2246,241.2,,
A,67.5,19,4.58,6.2235,241.1,,
A,62.5,19,4.56,6.2145,240.0,,
A,67.5,18,4.32,6.2145,240.0,,
A,67.5,35,8.32,6.1947,237.7,,
A,67.5,8,1.88,6.171005782,235.0,,
A,67.5,2,0.47,6.171,235.0,,
A,67.5,3,0.7,6.1564,233.3,,
A,67.5,24,5.58,6.149,232.5,,
A,67.5,36,8.36,6.1466,232.2,,
A,67.5,10,2.32,6.1446,232.0,,
A,67.5,5,1.16,6.1446,232.0,,
A,67.5,5,1.16,6.1446,232.0,,
A,67.5,6,1.38,6.1269,230.0,,
A,67.5,6,1.38,6.1269,230.0,,
A,67.5,7,1.6,6.1142,228.6,,
A,62.5,15,3.42,6.1091,228.0,,
A,62.5,13,2.94,6.0926,226.2,,
A,62.5,21,4.74,6.0886,225.7,,
A,62.5,21,4.74,6.0886,225.7,,
A,67.5,7,1.58,6.0886,225.7,,
A,67.5,4,0.9,6.0822,225.0,,
A,67.5,41,9.22,6.0811,224.9,,
A,62.5,20,4.46,6.0641,223.0,,
A,67.5,7,1.56,6.0628,222.9,,
A,67.5,11,2.44,6.0534,221.8,,
A,67.5,13,2.88,6.050849871,221.5,,
A,62.5,3,0.66,6.0368,220.0,,
A,62.5,3,0.66,6.0368,220.0,,
A,67.5,2,0.44,6.0368,220.0,,
A,67.5,2,0.44,6.0368,220.0,,
A,62.5,17,3.72,6.026,218.8,,
A,62.5,12,2.6,6.0062,216.7,,
A,62.5,12,2.6,6.0062,216.7,,
A,67.5,6,1.3,6.006166489,216.7,,
A,62.5,17,3.68,6.0044,216.5,,
A,67.5,5,1.08,6,216.0,,
A,67.5,13,2.8,5.994296564,215.4,,
A,62.5,4,0.86,5.990726404,215.0,,
A,67.5,21,4.5,5.9841,214.3,,
A,67.5,20,4.28,5.981424019,214.0,,
A,62.5,3,0.64,5.9752,213.3,,
A,62.5,20,4.26,5.9721,213.0,,
A,62.5,16,3.4,5.9674,212.5,,
A,62.5,18,3.81,5.9596,211.7,,
A,62.5,20,4.22,5.9533,211.0,,
A,62.5,16,3.36,5.9439,210.0,,
A,62.5,17,3.54,5.9272,208.2,,
A,57.5,20,4.16,5.925,208.0,,
A,57.5,13,2.7,5.922069091,207.7,,
A,62.5,16,3.27,5.8904,204.4,,
A,62.5,22,4.49,5.8876,204.1,,
A,62.5,28,5.71,5.8861,203.9,,
A,62.5,6,1.222,5.8836,203.7,,
A,62.5,6,1.222,5.883589368,203.7,,
A,62.5,20,4.05,5.8723,202.5,,
A,62.5,10,2.02,5.867464298,202.0,,
A,62.5,18,3.63,5.8642,201.7,,
A,62.5,29,5.83,5.8581,201.0,,
A,62.5,26,5.21,5.8518,200.4,,
A,62.5,9,1.8,5.848,200.0,,
A,62.5,8,1.6,5.848,200.0,,
A,67.5,7,1.4,5.848035466,200.0,,
A,62.5,6,1.2,5.848,200.0,,
A,62.5,5,1,5.848035466,200.0,,
A,67.5,13,2.58,5.83300189,198.5,,
A,62.5,18,3.54,5.8154,196.7,,
A,62.5,18,3.54,5.8154,196.7,,
A,62.5,6,1.18,5.8154,196.7,,
A,62.5,20,3.93,5.8137,196.5,,
A,62.5,9,1.76,5.8044,195.6,,
A,62.5,13,2.54,5.8027,195.4,,
A,62.5,13,2.54,5.8027,195.4,,
A,62.5,13,2.54,5.8027,195.4,,
A,62.5,11,2.14,5.79438074,194.6,,
A,62.5,16,3.08,5.774001741,192.5,,
A,62.5,13,2.5,5.7721,192.3,,
A,62.5,13,2.5,5.772078356,192.3,,
A,62.5,23,4.42,5.7707,192.2,,
A,62.5,22,4.22,5.7672,191.8,,
A,62.5,7,1.34,5.7633,191.4,,
A,62.5,7,1.34,5.7633,191.4,,
A,62.5,22,4.2,5.7581,190.9,,
A,62.5,13,2.47,5.7489,190.0,,
A,62.5,8,1.52,5.748897069,190.0,,
A,62.5,4,0.76,5.7489,190.0,,
A,62.5,15,2.84,5.7422,189.3,,
A,62.5,17,3.2,5.731043236,188.2,,
A,62.5,5,0.94,5.7287,188.0,,
A,62.5,21,3.94,5.7248,187.6,,
A,62.5,19,3.56,5.7222,187.4,,
A,62.5,25,4.68,5.7205,187.2,,
A,62.5,21,3.92,5.7151,186.7,,
A,57.5,3,0.56,5.7151,186.7,,
A,57.5,3,0.56,5.7151,186.7,,
A,62.5,3,0.56,5.7151,186.7,,
A,62.5,16,2.98,5.7108,186.3,,
A,57.5,14,2.6,5.7053,185.7,,
A,57.5,14,2.6,5.7053,185.7,,
A,57.5,14,2.6,5.7053,185.7,,
A,62.5,19,3.5,5.6899,184.2,,
A,62.5,12,2.18,5.6636,181.7,,
A,62.5,21,3.8,5.6562,181.0,,
A,62.5,32,5.76,5.6462,180.0,,
A,62.5,18,3.24,5.646216164,180.0,,
A,62.5,9,1.62,5.6462,180.0,,
A,62.5,9,1.62,5.6462,180.0,,
A,62.5,2,0.36,5.6462,180.0,,
A,62.5,17,3.04,5.6339,178.8,,
A,62.5,16,2.86,5.6331,178.8,,
A,57.5,13,2.32,5.6301,178.5,,
A,62.5,13,2.32,5.6301,178.5,,
A,57.5,26,4.62,5.622,177.7,,
A,57.5,17,3.02,5.6215,177.7,,
A,57.5,17,3.02,5.6215,177.7,,
A,62.5,38,6.74,5.6186,177.4,,
A,62.5,6,1.06,5.6111,176.7,,
A,62.5,15,2.62,5.5899,174.7,,
A,62.5,11,1.92,5.5886,174.6,,
A,57.5,10,1.74,5.582770162,174.0,,
A,62.5,3,0.52,5.5756,173.3,,
A,52.5,12,2.05,5.5487,170.8,,
A,62.5,8,1.36,5.5397,170.0,,
A,62.5,24,4.06,5.530591687,169.2,,
A,57.5,11,1.86,5.5298,169.1,,
A,57.5,10,1.68,5.5178,168.0,,
A,62.5,24,4.02,5.5124,167.5,,
A,57.5,4,0.66,5.4848,165.0,,
A,62.5,11,1.8,5.469655067,163.6,,
A,57.5,13,2.12,5.4634,163.1,,
A,57.5,5,0.81,5.4514,162.0,,
A,62.5,13,2.1,5.4462,161.5,,
A,62.5,13,2.1,5.4462,161.5,,
A,57.5,26,4.16,5.4288,160.0,,
A,57.5,16,2.56,5.4288,160.0,,
A,57.5,11,1.76,5.4288,160.0,,
A,57.5,20,3.18,5.4175,159.0,,
A,57.5,20,3.18,5.4175,159.0,,
A,62.5,2,0.316,5.4061,158.0,,
A,62.5,2,0.316,5.406120176,158.0,,
A,57.5,25,3.94,5.4016,157.6,,
A,57.5,12,1.88,5.3909,156.7,,
A,57.5,11,1.72,5.3874,156.4,,
A,57.5,22,3.42,5.3769,155.5,,
A,57.5,24,3.7,5.362,154.2,,
A,57.5,13,2,5.3583,153.9,,
A,62.5,15,2.3,5.35236257,153.3,,
A,57.5,22,3.36,5.3453,152.7,,
A,57.5,22,3.36,5.3453,152.7,,
A,57.5,19,2.9,5.3442,152.6,,
A,52.5,10,1.52,5.3368,152.0,,
A,52.5,10,1.52,5.3368,152.0,,
A,57.5,23,3.48,5.3286,151.3,,
A,57.5,16,2.42,5.328,151.3,,
A,57.5,16,2.42,5.328,151.3,,
A,57.5,20,3.02,5.325074013,151.0,,
A,57.5,11,1.66,5.324,150.9,,
A,52.5,15,2.26,5.321152749,150.7,,
A,57.5,18,2.7,5.3133,150.0,,
A,57.5,16,2.4,5.3133,150.0,,
A,57.5,21,3.14,5.3077,149.5,,
A,57.5,26,3.88,5.304194715,149.2,,
A,57.5,29,4.32,5.3011,149.0,,
A,57.5,25,3.72,5.2991,148.8,,
A,57.5,19,2.82,5.2946,148.4,,
A,57.5,24,3.56,5.2935,148.3,,
A,52.5,35,5.16,5.2828,147.4,,
A,57.5,21,3.08,5.2736,146.7,,
A,57.5,15,2.2,5.2736,146.7,,
A,57.5,12,1.76,5.27363992,146.7,,
A,57.5,19,2.76,5.2568,145.3,,
A,52.5,25,3.62,5.25117131,144.8,,
A,57.5,18,2.602,5.2482,144.6,,
A,57.5,18,2.602,5.248268514,144.6,,
A,57.5,9,1.3,5.2469,144.4,,
A,57.5,15,2.16,5.24148278,144.0,,
A,57.5,25,3.58,5.2318,143.2,,
A,57.5,13,1.86,5.2303,143.1,,
A,57.5,42,6,5.2276,142.9,,
A,57.5,11,1.56,5.2149,141.8,,
A,57.5,29,4.1,5.2095,141.4,,
A,57.5,12,1.68,5.1925,140.0,,
A,57.5,12,1.68,5.1925,140.0,,
A,47.5,9,1.26,5.1925,140.0,,
A,47.5,9,1.26,5.1925,140.0,,
A,52.5,8,1.12,5.1925,140.0,,
A,52.5,4,0.56,5.1925,140.0,,
A,52.5,3,0.42,5.1925,140.0,,
A,57.5,2,0.28,5.1925,140.0,,
A,57.5,24,3.34,5.182171016,139.2,,
A,57.5,21,2.91,5.1748,138.6,,
A,57.5,25,3.44,5.162651514,137.6,,
A,57.5,12,1.649,5.1604,137.4,,
A,57.5,12,1.649,5.160399384,137.4,,
A,57.5,17,2.32,5.14848779,136.5,,
A,57.5,11,1.5,5.1471,136.4,,
A,57.5,10,1.36,5.1426,136.0,,
A,57.5,5,0.68,5.1426,136.0,,
A,57.5,5,0.68,5.1426,136.0,,
A,57.5,17,2.3,5.1337,135.3,,
A,57.5,25,3.38,5.132459879,135.2,,
A,52.5,4,0.54,5.1299,135.0,,
A,52.5,4,0.54,5.1299,135.0,,
A,62.5,21,2.82,5.120864336,134.3,,
A,57.5,13,1.72,5.095596502,132.3,,
A,57.5,21,2.76,5.084285485,131.4,,
A,52.5,7,0.92,5.0843,131.4,,
A,57.5,34,4.46,5.081032582,131.2,,
A,57.5,6,0.777,5.0593,129.5,,
A,57.5,6,0.777,5.059294063,129.5,,
A,57.5,19,2.46,5.059,129.5,,
A,52.5,11,1.42,5.054,129.1,,
A,52.5,5,0.64,5.0397,128.0,,
A,57.5,5,0.64,5.0397,128.0,,
A,57.5,5,0.64,5.0397,128.0,,
A,52.5,11,1.4,5.0301,127.3,,
A,57.5,6,0.76,5.0221,126.7,,
A,52.5,3,0.38,5.0221,126.7,,
A,57.5,18,2.26,5.0074,125.6,,
A,57.5,4,0.5,5,125.0,,
A,52.5,5,0.62,4.9866,124.0,,
A,52.5,11,1.36,4.9818,123.6,,
A,47.5,70,8.64,4.979,123.4,,
A,47.5,24,2.96,4.977678266,123.3,,
A,52.5,6,0.74,4.9777,123.3,,
A,52.5,22,2.64,4.9324,120.0,,
A,47.5,6,0.72,4.9324,120.0,,
A,52.5,4,0.48,4.9324,120.0,,
A,52.5,3,0.36,4.9324,120.0,,
A,52.5,8,0.95,4.9152,118.8,,
A,52.5,9,1.06,4.9018,117.8,,
A,52.5,16,1.88,4.8979,117.5,,
A,52.5,15,1.76,4.8956,117.3,,
A,52.5,26,3.04,4.889901127,116.9,,
A,57.5,6,0.7,4.8863,116.7,,
A,52.5,5,0.58,4.877,116.0,,
A,52.5,23,2.66,4.8721,115.7,,
A,52.5,39,4.5,4.8684,115.4,,
A,52.5,30,3.46,4.8676,115.3,,
A,52.5,30,3.46,4.8676,115.3,,
A,52.5,15,1.72,4.85824108,114.7,,
A,52.5,17,1.94,4.8505,114.1,,
A,52.5,11,1.254,4.8488,114.0,,
A,52.5,11,1.254,4.848807586,114.0,,
A,52.5,10,1.14,4.8488,114.0,,
A,52.5,3,0.34,4.8393,113.3,,
A,52.5,8,0.9,4.8274,112.5,,
A,52.5,34,3.82,4.8253,112.4,,
A,52.5,23,2.58,4.8228,112.2,,
A,52.5,17,1.9,4.816906605,111.8,,
A,52.5,10,1.116,4.8145,111.6,,
A,52.5,10,1.116,4.814539249,111.6,,
A,52.5,16,1.76,4.7914,110.0,,
A,52.5,12,1.32,4.7914,110.0,,
A,52.5,21,2.3,4.7845,109.5,,
A,52.5,19,2.08,4.7838,109.5,,
A,52.5,13,1.42,4.7802,109.2,,
A,52.5,13,1.42,4.7802,109.2,,
A,52.5,18,1.96,4.7752,108.9,,
A,52.5,14,1.52,4.770587326,108.6,,
A,47.5,7,0.76,4.7706,108.6,,
A,52.5,7,0.76,4.7706,108.6,,
A,52.5,31,3.36,4.7679,108.4,,
A,52.5,17,1.84,4.7657,108.2,,
A,47.5,8,0.86,4.7548,107.5,,
A,52.5,27,2.9,4.7535,107.4,,
A,47.5,28,3,4.7496,107.1,,
A,47.5,28,3,4.7496,107.1,,
A,47.5,45,4.8,4.7425,106.7,,
A,52.5,27,2.88,4.7425,106.7,,
A,52.5,18,1.92,4.7425,106.7,,
A,52.5,6,0.64,4.7425,106.7,,
A,52.5,27,2.86,4.7315,105.9,,
A,52.5,24,2.54,4.7301,105.8,,
A,52.5,24,2.54,4.7301,105.8,,
A,52.5,7,0.74,4.728367525,105.7,,
A,52.5,8,0.84,4.7177,105.0,,
A,47.5,19,1.98,4.705840421,104.2,,
A,52.5,19,1.98,4.705840421,104.2,,
A,52.5,5,0.52,4.7027,104.0,,
A,47.5,33,3.42,4.6972,103.6,,
A,52.5,24,2.48,4.692599382,103.3,,
A,47.5,12,1.24,4.6926,103.3,,
A,47.5,31,3.2,4.691,103.2,,
A,52.5,15,1.54,4.682485989,102.7,,
A,47.5,9,0.92,4.6757,102.2,,
A,47.5,9,0.92,4.6757,102.2,,
A,52.5,9,0.92,4.6757,102.2,,
A,52.5,9,0.92,4.675685507,102.2,,
A,52.5,14,1.43,4.6745,102.1,,
A,52.5,16,1.62,4.660848752,101.3,,
A,47.5,10,1,4.6416,100.0,,
A,52.5,7,0.7,4.6416,100.0,,
A,52.5,7,0.7,4.6416,100.0,,
A,52.5,5,0.5,4.6416,100.0,,
A,47.5,4,0.4,4.6416,100.0,,
A,52.5,2,0.2,4.6416,100.0,,
A,52.5,35,3.46,4.6238,98.9,,
A,52.5,25,2.46,4.6167,98.4,,
A,47.5,36,3.54,4.6157,98.3,,
A,47.5,19,1.84,4.5922,96.8,,
A,52.5,6,0.58,4.589431728,96.7,,
A,47.5,40,3.86,4.5868,96.5,,
A,52.5,5,0.48,4.5789,96.0,,
A,52.5,9,0.86,4.571779893,95.6,,
A,52.5,8,0.76,4.5629,95.0,,
A,47.5,4,0.38,4.5629,95.0,,
A,47.5,4,0.38,4.5629,95.0,,
A,47.5,43,4.06,4.5536,94.4,,
A,47.5,10,0.94,4.5468,94.0,,
A,47.5,2,0.18,4.4814,90.0,,
A,52.5,15,1.34,4.4703,89.3,,
A,47.5,13,1.16,4.4686,89.2,,
A,47.5,28,2.49,4.4636,88.9,,
A,47.5,16,1.42,4.4606,88.8,,
A,47.5,18,1.59,4.4536,88.3,,
A,47.5,44,3.87,4.4472,88.0,,
A,47.5,23,2.02,4.445,87.8,,
A,47.5,42,3.68,4.4415,87.6,,
A,47.5,24,2.1,4.4395,87.5,,
A,47.5,8,0.7,4.4395,87.5,,
A,47.5,8,0.7,4.4395,87.5,,
A,47.5,26,2.27,4.4363,87.3,,
A,47.5,17,1.48,4.432,87.1,,
A,47.5,34,2.94,4.422,86.5,,
A,47.5,16,1.38,4.4183,86.3,,
A,47.5,24,2.06,4.4112,85.8,,
A,47.5,23,1.97,4.408,85.7,,
A,47.5,27,2.31,4.4064,85.6,,
A,47.5,22,1.88,4.4047,85.5,,
A,47.5,22,1.88,4.4047,85.5,,
A,47.5,11,0.94,4.4047,85.5,,
A,47.5,11,0.94,4.4047,85.5,,
A,47.5,42,3.58,4.4009,85.2,,
A,52.5,2,0.17,4.396829666,85.0,,
A,47.5,25,2.12,4.3934,84.8,,
A,42.5,21,1.78,4.3927,84.8,,
A,42.5,21,1.78,4.3927,84.8,,
A,47.5,5,0.42,4.3795,84.0,,
A,47.5,5,0.42,4.3795,84.0,,
A,47.5,16,1.34,4.375170055,83.8,,
A,47.5,11,0.92,4.3732,83.6,,
A,47.5,17,1.42,4.3713,83.5,,
A,47.5,21,1.75,4.3679,83.3,,
A,47.5,6,0.5,4.3679,83.3,,
A,47.5,19,1.58,4.3648,83.2,,
A,47.5,14,1.16,4.3596,82.9,,
A,47.5,7,0.58,4.3596,82.9,,
A,47.5,7,0.58,4.359566606,82.9,,
A,47.5,16,1.32,4.3533,82.5,,
A,47.5,39,3.21,4.3499,82.3,,
A,47.5,18,1.48,4.3484,82.2,,
A,47.5,19,1.56,4.3463,82.1,,
A,47.5,20,1.64,4.3445,82.0,,
A,47.5,21,1.72,4.3428,81.9,,
A,47.5,12,0.98,4.3386,81.7,,
A,47.5,12,0.98,4.3386,81.7,,
A,42.5,13,1.06,4.336315142,81.5,,
A,47.5,15,1.22,4.332675765,81.3,,
A,47.5,47,3.82,4.3317,81.3,,
A,47.5,47,3.82,4.3317,81.3,,
A,47.5,17,1.38,4.3299,81.2,,
A,47.5,18,1.461,4.3297,81.2,,
A,47.5,18,1.461,4.329773539,81.2,,
A,47.5,8,0.643,4.3156,80.4,,
A,47.5,8,0.643,4.315680983,80.4,,
A,47.5,27,2.17,4.3155,80.4,,
A,47.5,19,1.52,4.3089,80.0,,
A,47.5,14,1.12,4.3089,80.0,,
A,42.5,10,0.8,4.3089,80.0,,
A,47.5,10,0.8,4.3089,80.0,,
A,47.5,8,0.64,4.3089,80.0,,
A,42.5,7,0.56,4.3089,80.0,,
A,47.5,7,0.56,4.3089,80.0,,
A,47.5,7,0.56,4.3089,80.0,,
A,42.5,2,0.16,4.3089,80.0,,
A,47.5,2,0.16,4.3089,80.0,,
A,42.5,52,4.14,4.302,79.6,,
A,47.5,34,2.7,4.2983,79.4,,
A,47.5,14,1.11,4.296,79.3,,
A,42.5,40,3.16,4.2908,79.0,,
A,42.5,20,1.56,4.2727,78.0,,
A,47.5,23,1.78,4.2615,77.4,,
A,47.5,7,0.54,4.257,77.1,,
A,47.5,7,0.54,4.257,77.1,,
A,47.5,13,1,4.2529,76.9,,
A,47.5,12,0.92,4.248172988,76.7,,
A,47.5,6,0.46,4.2482,76.7,,
A,47.5,4,0.3,4.2172,75.0,,
A,47.5,17,1.27,4.2116,74.7,,
A,47.5,15,1.12,4.2109,74.7,,
A,47.5,25,1.86,4.205887429,74.4,,
A,42.5,25,1.84,4.1908,73.6,,
A,47.5,15,1.1,4.185690779,73.3,,
A,47.5,3,0.22,4.1857,73.3,,
A,47.5,3,0.22,4.1857,73.3,,
A,47.5,13,0.952,4.1837,73.2,,
A,47.5,13,0.952,4.183723855,73.2,,
A,52.5,19,1.38,4.1723,72.6,,
A,42.5,16,1.16,4.169775452,72.5,,
A,42.5,44,3.18,4.1654,72.3,,
A,47.5,12,0.86,4.1537,71.7,,
A,47.5,7,0.5,4.149132661,71.4,,
A,47.5,12,0.84,4.121285294,70.0,,
A,42.5,2,0.14,4.1213,70.0,,
A,47.5,2,0.14,4.121285294,70.0,,
A,42.5,23,1.6,4.1127,69.6,,
A,42.5,19,1.32,4.1109,69.5,,
A,42.5,28,1.94,4.1072,69.3,,
A,42.5,10,0.68,4.0817,68.0,,
A,47.5,12,0.8,4.0548,66.7,,
A,42.5,3,0.2,4.0548,66.7,,
A,47.5,3,0.2,4.054801325,66.7,,
A,42.5,13,0.86,4.0444,66.2,,
A,37.5,13,0.85,4.0286,65.4,,
A,42.5,12,0.78,4.0207,65.0,,
A,42.5,12,0.78,4.0207,65.0,,
A,37.5,14,0.9,4.0059,64.3,,
A,37.5,14,0.9,4.0059,64.3,,
A,52.5,5,0.32,4,64.0,,
A,52.5,5,0.32,4,64.0,,
A,42.5,11,0.7,3.9924,63.6,,
A,42.5,32,2.02,3.9817,63.1,,
A,42.5,7,0.44,3.976,62.9,,
A,42.5,7,0.44,3.976,62.9,,
A,42.5,29,1.82,3.974,62.8,,
A,42.5,8,0.5,3.9685,62.5,,
A,42.5,9,0.56,3.9626,62.2,,
A,42.5,56,3.44,3.9457,61.4,,
A,42.5,25,1.52,3.9322,60.8,,
A,42.5,16,0.96,3.9149,60.0,,
A,42.5,6,0.36,3.9149,60.0,,
A,42.5,6,0.36,3.9149,60.0,,
A,42.5,6,0.36,3.9149,60.0,,
A,42.5,4,0.24,3.9149,60.0,,
A,42.5,3,0.18,3.9149,60.0,,
A,42.5,2,0.12,3.9149,60.0,,
A,42.5,2,0.12,3.9149,60.0,,
A,47.5,2,0.12,3.914867636,60.0,,
A,42.5,1,0.06,3.914867636,60.0,,
A,42.5,32,1.91,3.9081,59.7,,
A,42.5,7,0.41,3.8835,58.6,,
A,42.5,11,0.64,3.874917219,58.2,,
A,42.5,15,0.87,3.8709,58.0,,
A,42.5,10,0.58,3.8709,58.0,,
A,37.5,9,0.52,3.86592666,57.8,,
A,42.5,17,0.98,3.863,57.7,,
A,42.5,16,0.92,3.8597,57.5,,
A,47.5,15,0.86,3.856,57.3,,
A,42.5,39,2.23,3.8525,57.2,,
A,42.5,6,0.34,3.841,56.7,,
A,42.5,6,0.34,3.841,56.7,,
A,37.5,3,0.17,3.841,56.7,,
A,42.5,40,2.26,3.8372,56.5,,
A,42.5,8,0.452,3.8372,56.5,,
A,42.5,8,0.452,3.837215139,56.5,,
A,42.5,5,0.28,3.82586236,56.0,,
A,42.5,9,0.5,3.8157,55.6,,
A,42.5,14,0.776,3.8128,55.4,,
A,42.5,14,0.776,3.812837469,55.4,,
A,42.5,18,0.996,3.8106,55.3,,
A,42.5,18,0.996,3.810543204,55.3,,
A,42.5,8,0.44,3.803,55.0,,
A,42.5,8,0.44,3.803,55.0,,
A,37.5,4,0.22,3.802952456,55.0,,
A,42.5,4,0.22,3.803,55.0,,
A,42.5,4,0.22,3.803,55.0,,
A,42.5,42,2.3,3.7975,54.8,,
A,42.5,7,0.38,3.7864,54.3,,
A,37.5,40,2.16,3.7798,54.0,,
A,42.5,10,0.54,3.779763145,54.0,,
A,47.5,12,0.64,3.764144111,53.3,,
A,42.5,9,0.48,3.764144111,53.3,,
A,42.5,6,0.32,3.7641,53.3,,
A,37.5,3,0.16,3.7641,53.3,,
A,42.5,3,0.16,3.7641,53.3,,
A,42.5,19,1,3.747561763,52.6,,
A,42.5,8,0.42,3.7444,52.5,,
A,42.5,14,0.7,3.684031494,50.0,,
A,42.5,10,0.5,3.684031494,50.0,,
A,37.5,4,0.2,3.684,50.0,,
A,42.5,4,0.2,3.684,50.0,,
A,42.5,4,0.2,3.684,50.0,,
A,37.5,2,0.1,3.684,50.0,,
A,42.5,2,0.1,3.684,50.0,,
A,37.5,5,0.24,3.6342,48.0,,
A,42.5,5,0.24,3.634241181,48.0,,
